train_number,train_type,run_date,month,day_of_week,station_code,station_index,km_from_origin,scheduled_arrival_hour,weather_condition,is_monsoon,congestion_level,block_section_occupancy,preceding_train_delayed,trains_queued_in_section,cumulative_delay_minutes,previous_station_delay,stop_duration,num_remaining_stops,actual_delay_minutes
15492,Express,2026-07-24,7,4,PUNE,3,326,20,rain,True,0.37,2,0,0,5.8,4.0,4,5,8.5
15492,Express,2026-07-24,7,4,LNL,4,390,21,rain,True,0.41,0,0,0,14.3,8.5,4,4,20.8
15492,Express,2026-07-24,7,4,KYN,5,464,22,rain,True,0.08,0,1,0,35.1,20.8,4,3,29.3
15492,Express,2026-07-24,7,4,TNA,6,484,22,rain,True,0.39,3,1,0,64.4,29.3,4,2,36.3
15492,Express,2026-07-24,7,4,DR,7,509,22,rain,True,0.65,2,1,1,100.7,36.3,4,1,42.5
15492,Express,2026-07-24,7,4,CSMT,8,518,22,rain,True,0.36,0,1,0,143.2,42.5,0,0,44.4
15546,Mail,2026-07-24,7,4,CSMT,0,0,22,rain,True,0.0,1,1,0,0.0,0.0,0,15,0.0
15546,Mail,2026-07-24,7,4,DR,1,9,22,rain,True,0.37,2,0,1,0.0,0.0,6,14,3.5
15546,Mail,2026-07-24,7,4,TNA,2,34,23,rain,True,0.27,3,0,2,3.5,3.5,6,13,14.6
15546,Mail,2026-07-24,7,4,KYN,3,54,23,rain,True,0.33,1,0,0,18.1,14.6,6,12,14.5
15546,Mail,2026-07-24,7,4,IGP,4,137,0,rain,True,0.33,1,0,0,32.6,14.5,6,11,18.0
15546,Mail,2026-07-24,7,4,NK,5,188,1,rain,True,0.54,2,1,1,50.6,18.0,6,10,30.4
15546,Mail,2026-07-24,7,4,MMR,6,261,1,rain,True,0.23,1,1,0,81.0,30.4,6,9,33.9
15546,Mail,2026-07-24,7,4,CSN,7,328,2,rain,True,0.13,0,1,0,114.9,33.9,6,8,34.5
15546,Mail,2026-07-24,7,4,JL,8,420,3,rain,True,0.54,1,1,0,149.4,34.5,6,7,34.7
15546,Mail,2026-07-24,7,4,BSL,9,444,4,rain,True,0.14,1,1,0,184.1,34.7,6,6,36.3
15546,Mail,2026-07-24,7,4,MKU,10,494,4,rain,True,0.49,2,1,0,220.4,36.3,6,5,42.3
15546,Mail,2026-07-24,7,4,AK,11,583,5,rain,True,0.43,1,1,0,262.7,42.3,6,4,46.8
15546,Mail,2026-07-24,7,4,BD,12,662,6,rain,True,0.42,1,1,0,309.5,46.8,6,3,52.4
15546,Mail,2026-07-24,7,4,WR,13,757,8,rain,True,0.51,2,1,0,361.9,52.4,6,2,52.4
15546,Mail,2026-07-24,7,4,NGP,14,837,9,rain,True,0.4,0,1,0,414.3,52.4,6,1,57.4
15546,Mail,2026-07-24,7,4,G,15,967,10,rain,True,0.44,2,1,0,471.7,57.4,0,0,64.3
13774,Vande Bharat,2026-07-24,7,4,G,0,0,19,rain,True,0.0,1,1,0,0.0,0.0,0,15,0.0
13774,Vande Bharat,2026-07-24,7,4,NGP,1,130,20,rain,True,0.58,0,0,0,0.0,0.0,2,14,7.9
13774,Vande Bharat,2026-07-24,7,4,WR,2,210,21,rain,True,0.77,1,0,0,7.9,7.9,2,13,15.8
13774,Vande Bharat,2026-07-24,7,4,BD,3,305,23,rain,True,0.13,0,1,0,23.7,15.8,2,12,20.9
13774,Vande Bharat,2026-07-24,7,4,AK,4,384,23,rain,True,0.28,0,1,0,44.6,20.9,2,11,27.9
13774,Vande Bharat,2026-07-24,7,4,MKU,5,473,1,rain,True,0.45,2,1,0,72.5,27.9,2,10,33.4
13774,Vande Bharat,2026-07-24,7,4,BSL,6,523,1,rain,True,0.25,1,1,0,105.9,33.4,2,9,39.4
13774,Vande Bharat,2026-07-24,7,4,JL,7,547,2,rain,True,0.03,0,1,0,145.3,39.4,2,8,42.2
13774,Vande Bharat,2026-07-24,7,4,CSN,8,639,3,rain,True,0.43,0,1,0,187.5,42.2,2,7,42.9
13774,Vande Bharat,2026-07-24,7,4,MMR,9,706,4,rain,True,0.18,2,1,0,230.4,42.9,2,6,49.8
13774,Vande Bharat,2026-07-24,7,4,NK,10,779,4,rain,True,0.28,1,1,0,280.2,49.8,2,5,55.2
13774,Vande Bharat,2026-07-24,7,4,IGP,11,830,5,rain,True,0.46,1,1,0,335.4,55.2,2,4,62.6
13774,Vande Bharat,2026-07-24,7,4,KYN,12,913,6,rain,True,0.36,1,1,0,398.0,62.6,2,3,63.1
13774,Vande Bharat,2026-07-24,7,4,TNA,13,933,6,rain,True,0.45,0,1,0,461.1,63.1,2,2,64.4
13774,Vande Bharat,2026-07-24,7,4,DR,14,958,7,rain,True,0.15,1,1,0,525.5,64.4,2,1,67.2
13774,Vande Bharat,2026-07-24,7,4,CSMT,15,967,7,rain,True,0.06,0,1,0,592.7,67.2,0,0,65.7
21584,Express,2026-07-24,7,4,CSMT,0,0,19,rain,True,0.0,0,0,0,0.0,0.0,0,9,0.0
21584,Express,2026-07-24,7,4,DR,1,9,19,rain,True,0.11,2,0,0,0.0,0.0,4,8,9.3
21584,Express,2026-07-24,7,4,TNA,2,34,20,rain,True,0.8,2,0,0,9.3,9.3,4,7,20.8
21584,Express,2026-07-24,7,4,KYN,3,54,20,rain,True,0.5,0,1,0,30.1,20.8,4,6,34.2
21584,Express,2026-07-24,7,4,IGP,4,137,21,rain,True,0.27,2,1,0,64.3,34.2,4,5,52.5
21584,Express,2026-07-24,7,4,NK,5,188,21,rain,True,0.37,1,1,0,116.8,52.5,4,4,55.9
21584,Express,2026-07-24,7,4,MMR,6,261,22,rain,True,0.18,1,1,0,172.7,55.9,4,3,58.8
21584,Express,2026-07-24,7,4,AWB,7,375,0,rain,True,0.12,0,1,0,231.5,58.8,4,2,62.5
21584,Express,2026-07-24,7,4,J,8,438,1,rain,True,0.38,1,1,0,294.0,62.5,4,1,64.3
21584,Express,2026-07-24,7,4,NED,9,609,3,rain,True,0.26,0,1,0,358.3,64.3,0,0,64.2
16516,Express,2026-07-24,7,4,NED,0,0,16,rain,True,0.0,3,0,0,0.0,0.0,0,9,0.0
16516,Express,2026-07-24,7,4,J,1,171,18,rain,True,0.49,0,0,0,0.0,0.0,4,8,5.5
16516,Express,2026-07-24,7,4,AWB,2,234,19,rain,True,0.86,1,0,0,5.5,5.5,4,7,12.2
16516,Express,2026-07-24,7,4,MMR,3,348,21,rain,True,0.67,1,0,0,17.7,12.2,4,6,16.4
16516,Express,2026-07-24,7,4,NK,4,421,21,rain,True,0.16,2,1,0,34.1,16.4,4,5,25.3
16516,Express,2026-07-24,7,4,IGP,5,472,22,rain,True,0.57,1,1,0,59.4,25.3,4,4,43.3
16516,Express,2026-07-24,7,4,KYN,6,555,23,rain,True,0.41,1,1,0,102.7,43.3,4,3,43.7
16516,Express,2026-07-24,7,4,TNA,7,575,23,rain,True,0.41,3,1,2,146.4,43.7,4,2,58.5
16516,Express,2026-07-24,7,4,DR,8,600,0,rain,True,0.32,1,1,0,204.9,58.5,4,1,61.0
16516,Express,2026-07-24,7,4,CSMT,9,609,0,rain,True,0.25,2,1,0,265.9,61.0,0,0,59.7
13687,Vande Bharat,2026-07-24,7,4,CSMT,0,0,14,rain,True,0.0,3,0,2,0.0,0.0,0,5,0.0
13687,Vande Bharat,2026-07-24,7,4,DR,1,9,14,rain,True,0.16,4,0,0,0.0,0.0,2,4,6.8
13687,Vande Bharat,2026-07-24,7,4,TNA,2,34,14,rain,True,0.32,1,0,0,6.8,6.8,2,3,9.1
13687,Vande Bharat,2026-07-24,7,4,PNVL,3,69,15,rain,True,0.6,4,0,1,15.9,9.1,2,2,16.0
13687,Vande Bharat,2026-07-24,7,4,RN,4,307,18,rain,True,0.8,2,1,0,31.9,16.0,2,1,25.5
13687,Vande Bharat,2026-07-24,7,4,SWV,5,495,20,rain,True,0.53,0,1,0,57.4,25.5,0,0,35.1
15936,Superfast,2026-07-24,7,4,SWV,0,0,10,rain,True,0.0,3,0,1,0.0,0.0,0,5,24.6
15936,Superfast,2026-07-24,7,4,RN,1,188,12,rain,True,0.66,1,1,0,24.6,24.6,2,4,27.2
15936,Superfast,2026-07-24,7,4,PNVL,2,426,15,rain,True,0.41,0,1,0,51.8,27.2,2,3,31.6
15936,Superfast,2026-07-24,7,4,TNA,3,461,16,rain,True,0.34,0,1,0,83.4,31.6,2,2,34.9
15936,Superfast,2026-07-24,7,4,DR,4,486,16,rain,True,0.45,1,1,0,118.3,34.9,2,1,39.4
15936,Superfast,2026-07-24,7,4,CSMT,5,495,16,rain,True,0.26,1,1,0,157.7,39.4,0,0,43.2
22570,Intercity,2026-07-24,7,4,PUNE,0,0,9,rain,True,0.0,1,0,0,0.0,0.0,0,7,0.0
22570,Intercity,2026-07-24,7,4,DD,1,76,10,rain,True,0.45,1,0,0,0.0,0.0,4,6,5.1
22570,Intercity,2026-07-24,7,4,MMR,2,69,10,rain,True,0.29,1,0,0,5.1,5.1,4,5,10.7
22570,Intercity,2026-07-24,7,4,BSL,3,252,12,rain,True,0.45,3,0,0,15.8,10.7,4,4,19.2
22570,Intercity,2026-07-24,7,4,AK,4,391,14,rain,True,0.12,1,1,0,35.0,19.2,4,3,21.5
22570,Intercity,2026-07-24,7,4,BD,5,470,15,rain,True,0.38,4,1,2,56.5,21.5,4,2,41.2
22570,Intercity,2026-07-24,7,4,WR,6,565,16,rain,True,0.29,0,1,0,97.7,41.2,4,1,44.4
22570,Intercity,2026-07-24,7,4,NGP,7,645,17,rain,True,0.32,1,1,0,142.1,44.4,0,0,47.3
21003,Vande Bharat,2026-07-24,7,4,NGP,0,0,15,rain,True,0.0,0,0,0,0.0,0.0,0,7,0.0
21003,Vande Bharat,2026-07-24,7,4,WR,1,80,16,rain,True,0.5,0,0,0,0.0,0.0,2,6,2.6
21003,Vande Bharat,2026-07-24,7,4,BD,2,175,17,rain,True,0.16,0,0,0,2.6,2.6,2,5,7.6
21003,Vande Bharat,2026-07-24,7,4,AK,3,254,18,rain,True,0.71,0,1,0,10.2,7.6,2,4,20.6
21003,Vande Bharat,2026-07-24,7,4,BSL,4,393,20,rain,True,0.89,1,1,0,30.8,20.6,2,3,32.4
21003,Vande Bharat,2026-07-24,7,4,MMR,5,576,22,rain,True,0.26,1,1,0,63.2,32.4,2,2,42.0
21003,Vande Bharat,2026-07-24,7,4,DD,6,569,22,rain,True,0.49,4,1,0,105.2,42.0,2,1,53.4
21003,Vande Bharat,2026-07-24,7,4,PUNE,7,645,23,rain,True,0.42,1,1,0,158.6,53.4,0,0,56.9
16673,Vande Bharat,2026-07-24,7,4,NGP,0,0,17,rain,True,0.0,3,0,0,0.0,0.0,0,9,0.0
16673,Vande Bharat,2026-07-24,7,4,WR,1,80,18,rain,True,0.53,1,0,0,0.0,0.0,2,8,4.5
16673,Vande Bharat,2026-07-24,7,4,BD,2,175,19,rain,True,0.26,1,0,0,4.5,4.5,2,7,8.1
16673,Vande Bharat,2026-07-24,7,4,AK,3,254,20,rain,True,0.28,4,0,1,12.6,8.1,2,6,20.0
16673,Vande Bharat,2026-07-24,7,4,BSL,4,393,22,rain,True,0.53,1,1,0,32.6,20.0,2,5,28.2
16673,Vande Bharat,2026-07-24,7,4,MMR,5,576,0,rain,True,0.4,1,1,0,60.8,28.2,2,4,33.6
16673,Vande Bharat,2026-07-24,7,4,DD,6,569,0,rain,True,0.34,2,1,0,94.4,33.6,2,3,39.0
16673,Vande Bharat,2026-07-24,7,4,PUNE,7,645,1,rain,True,0.42,1,1,0,133.4,39.0,2,2,41.1
16673,Vande Bharat,2026-07-24,7,4,MRJ,8,366,21,rain,True,0.16,1,1,0,174.5,41.1,2,1,45.2
16673,Vande Bharat,2026-07-24,7,4,KOP,9,319,21,rain,True,0.49,2,1,0,219.7,45.2,0,0,49.1
22054,Intercity,2026-07-24,7,4,KOP,0,0,6,rain,True,0.0,0,0,0,0.0,0.0,0,9,0.0
22054,Intercity,2026-07-24,7,4,MRJ,1,47,7,rain,True,0.23,1,1,0,0.0,0.0,4,8,5.5
22054,Intercity,2026-07-24,7,4,PUNE,2,326,10,rain,True,0.7,1,1,0,5.5,5.5,4,7,22.6
22054,Intercity,2026-07-24,7,4,DD,3,250,9,rain,True,0.61,1,1,0,28.1,22.6,4,6,29.3
22054,Intercity,2026-07-24,7,4,MMR,4,257,9,rain,True,0.43,3,1,0,57.4,29.3,4,5,39.5
22054,Intercity,2026-07-24,7,4,BSL,5,74,7,rain,True,0.59,1,1,0,96.9,39.5,4,4,61.6
22054,Intercity,2026-07-24,7,4,AK,6,65,7,rain,True,0.19,2,1,0,158.5,61.6,4,3,61.1
22054,Intercity,2026-07-24,7,4,BD,7,144,8,rain,True,0.43,1,1,0,219.6,61.1,4,2,59.6
22054,Intercity,2026-07-24,7,4,WR,8,239,9,rain,True,0.52,1,1,0,279.2,59.6,4,1,66.2
22054,Intercity,2026-07-24,7,4,NGP,9,319,10,rain,True,0.2,1,1,0,345.4,66.2,0,0,70.7
15073,Intercity,2026-01-24,1,4,CSMT,0,0,8,clear,False,0.0,0,1,0,0.0,0.0,0,10,0.0
15073,Intercity,2026-01-24,1,4,DR,1,9,8,clear,False,0.92,3,0,0,0.0,0.0,4,9,15.1
15073,Intercity,2026-01-24,1,4,TNA,2,34,8,clear,False,0.83,1,1,0,15.1,15.1,4,8,28.7
15073,Intercity,2026-01-24,1,4,KYN,3,54,8,clear,False,0.56,3,1,1,43.8,28.7,4,7,46.4
15073,Intercity,2026-01-24,1,4,KJT,4,100,9,clear,False,0.07,1,1,0,90.2,46.4,4,6,52.5
15073,Intercity,2026-01-24,1,4,LNL,5,128,9,clear,False,0.62,1,1,0,142.7,52.5,4,5,57.8
15073,Intercity,2026-01-24,1,4,SVJR,6,190,10,clear,False,0.09,1,1,0,200.5,57.8,4,4,58.3
15073,Intercity,2026-01-24,1,4,PUNE,7,192,10,clear,False,0.86,2,1,0,258.8,58.3,4,3,65.0
15073,Intercity,2026-01-24,1,4,DD,8,268,11,clear,False,0.36,2,1,1,323.8,65.0,4,2,70.5
15073,Intercity,2026-01-24,1,4,KWV,9,377,12,clear,False,0.36,1,1,0,394.3,70.5,4,1,69.2
15073,Intercity,2026-01-24,1,4,SUR,10,455,13,clear,False,0.34,0,1,0,463.5,69.2,0,0,70.8
18101,Vande Bharat,2026-01-24,1,4,SUR,0,0,22,clear,False,0.0,1,0,0,0.0,0.0,0,10,0.0
18101,Vande Bharat,2026-01-24,1,4,KWV,1,78,23,clear,False,0.51,1,0,0,0.0,0.0,2,9,5.1
18101,Vande Bharat,2026-01-24,1,4,DD,2,187,0,clear,False,0.25,2,1,0,5.1,5.1,2,8,10.2
18101,Vande Bharat,2026-01-24,1,4,PUNE,3,263,1,clear,False,0.2,0,0,0,15.3,10.2,2,7,11.3
18101,Vande Bharat,2026-01-24,1,4,SVJR,4,265,1,clear,False,0.15,1,0,0,26.6,11.3,2,6,10.9
18101,Vande Bharat,2026-01-24,1,4,LNL,5,327,2,clear,False,0.18,0,0,0,37.5,10.9,2,5,11.8
18101,Vande Bharat,2026-01-24,1,4,KJT,6,355,2,clear,False,0.47,0,0,0,49.3,11.8,2,4,11.9
18101,Vande Bharat,2026-01-24,1,4,KYN,7,401,3,clear,False,0.11,0,0,0,61.2,11.9,2,3,18.1
18101,Vande Bharat,2026-01-24,1,4,TNA,8,421,3,clear,False,0.69,0,1,0,79.3,18.1,2,2,20.6
18101,Vande Bharat,2026-01-24,1,4,DR,9,446,3,clear,False,0.2,2,1,0,99.9,20.6,2,1,25.9
18101,Vande Bharat,2026-01-24,1,4,CSMT,10,455,4,clear,False,0.39,1,1,0,125.8,25.9,0,0,32.3
12591,Express,2026-01-24,1,4,CSMT,0,0,8,clear,False,0.0,0,0,0,0.0,0.0,0,8,0.0
12591,Express,2026-01-24,1,4,DR,1,9,9,clear,False,0.48,1,0,0,0.0,0.0,4,7,10.5
12591,Express,2026-01-24,1,4,TNA,2,34,9,clear,False,0.57,1,0,0,10.5,10.5,4,6,16.2
12591,Express,2026-01-24,1,4,KYN,3,54,9,clear,False,0.77,1,1,0,26.7,16.2,4,5,63.5
12591,Express,2026-01-24,1,4,LNL,4,128,10,clear,False,0.71,1,1,0,90.2,63.5,4,4,71.6
12591,Express,2026-01-24,1,4,PUNE,5,192,11,clear,False,0.49,1,1,0,161.8,71.6,4,3,77.7
12591,Express,2026-01-24,1,4,MRJ,6,471,14,clear,False,0.14,0,1,0,239.5,77.7,4,2,76.7
12591,Express,2026-01-24,1,4,SLI,7,478,14,clear,False,0.36,1,1,0,316.2,76.7,4,1,75.5
12591,Express,2026-01-24,1,4,KOP,8,518,15,clear,False,0.36,0,1,0,391.7,75.5,0,0,74.6
11528,Intercity,2026-01-24,1,4,KOP,0,0,16,clear,False,0.0,0,0,0,0.0,0.0,0,8,0.0
11528,Intercity,2026-01-24,1,4,SLI,1,40,17,clear,False,0.71,0,0,0,0.0,0.0,4,7,8.3
11528,Intercity,2026-01-24,1,4,MRJ,2,47,17,clear,False,0.53,1,0,0,8.3,8.3,4,6,12.8
11528,Intercity,2026-01-24,1,4,PUNE,3,326,20,clear,False,0.24,2,0,0,21.1,12.8,4,5,17.2
11528,Intercity,2026-01-24,1,4,LNL,4,390,21,clear,False,0.46,0,1,0,38.3,17.2,4,4,29.7
11528,Intercity,2026-01-24,1,4,KYN,5,464,22,clear,False,0.38,1,1,0,68.0,29.7,4,3,35.4
11528,Intercity,2026-01-24,1,4,TNA,6,484,22,clear,False,0.51,1,1,0,103.4,35.4,4,2,36.0
11528,Intercity,2026-01-24,1,4,DR,7,509,23,clear,False,0.36,2,1,1,139.4,36.0,4,1,42.1
11528,Intercity,2026-01-24,1,4,CSMT,8,518,23,clear,False,0.11,4,1,0,181.5,42.1,0,0,52.9
20947,Intercity,2026-01-24,1,4,CSMT,0,0,22,clear,False,0.0,1,1,0,0.0,0.0,0,15,9.9
20947,Intercity,2026-01-24,1,4,DR,1,9,22,clear,False,0.47,1,0,0,9.9,9.9,4,14,9.3
20947,Intercity,2026-01-24,1,4,TNA,2,34,22,clear,False,0.15,2,0,3,19.2,9.3,4,13,14.1
20947,Intercity,2026-01-24,1,4,KYN,3,54,22,clear,False,0.54,1,0,0,33.3,14.1,4,12,21.2
20947,Intercity,2026-01-24,1,4,IGP,4,137,23,clear,False,0.65,0,1,0,54.5,21.2,4,11,26.0
20947,Intercity,2026-01-24,1,4,NK,5,188,0,clear,False,0.47,1,1,0,80.5,26.0,4,10,29.8
20947,Intercity,2026-01-24,1,4,MMR,6,261,1,clear,False,0.54,1,1,0,110.3,29.8,4,9,36.4
20947,Intercity,2026-01-24,1,4,CSN,7,328,2,clear,False,0.51,2,1,1,146.7,36.4,4,8,46.4
20947,Intercity,2026-01-24,1,4,JL,8,420,3,clear,False,0.15,1,1,0,193.1,46.4,4,7,46.3
20947,Intercity,2026-01-24,1,4,BSL,9,444,3,clear,False,0.5,0,1,0,239.4,46.3,4,6,49.8
20947,Intercity,2026-01-24,1,4,MKU,10,494,4,clear,False,0.28,2,1,2,289.2,49.8,4,5,56.9
20947,Intercity,2026-01-24,1,4,AK,11,583,5,clear,False,0.48,0,1,0,346.1,56.9,4,4,56.1
20947,Intercity,2026-01-24,1,4,BD,12,662,6,clear,False,0.24,1,1,0,402.2,56.1,4,3,54.7
20947,Intercity,2026-01-24,1,4,WR,13,757,7,clear,False,0.24,2,1,1,456.9,54.7,4,2,65.2
20947,Intercity,2026-01-24,1,4,NGP,14,837,8,clear,False,0.77,2,1,0,522.1,65.2,4,1,72.7
20947,Intercity,2026-01-24,1,4,G,15,967,10,clear,False,0.56,1,1,0,594.8,72.7,0,0,70.6
21427,Superfast,2026-01-24,1,4,G,0,0,5,clear,False,0.0,1,0,0,0.0,0.0,0,15,13.6
21427,Superfast,2026-01-24,1,4,NGP,1,130,7,clear,False,0.24,1,0,0,13.6,13.6,2,14,18.7
21427,Superfast,2026-01-24,1,4,WR,2,210,8,clear,False,0.2,0,1,0,32.3,18.7,2,13,25.9
21427,Superfast,2026-01-24,1,4,BD,3,305,9,clear,False,0.23,0,1,0,58.2,25.9,2,12,27.3
21427,Superfast,2026-01-24,1,4,AK,4,384,10,clear,False,0.45,2,1,0,85.5,27.3,2,11,32.9
21427,Superfast,2026-01-24,1,4,MKU,5,473,11,clear,False,0.52,1,1,0,118.4,32.9,2,10,44.8
21427,Superfast,2026-01-24,1,4,BSL,6,523,12,clear,False,0.48,1,1,0,163.2,44.8,2,9,47.1
21427,Superfast,2026-01-24,1,4,JL,7,547,12,clear,False,0.32,0,1,0,210.3,47.1,2,8,47.4
21427,Superfast,2026-01-24,1,4,CSN,8,639,13,clear,False,0.25,1,1,0,257.7,47.4,2,7,48.0
21427,Superfast,2026-01-24,1,4,MMR,9,706,14,clear,False,0.67,0,1,0,305.7,48.0,2,6,53.3
21427,Superfast,2026-01-24,1,4,NK,10,779,15,clear,False,0.3,2,1,0,359.0,53.3,2,5,54.9
21427,Superfast,2026-01-24,1,4,IGP,11,830,15,clear,False,0.42,0,1,0,413.9,54.9,2,4,53.1
21427,Superfast,2026-01-24,1,4,KYN,12,913,16,clear,False,0.33,1,1,0,467.0,53.1,2,3,51.7
21427,Superfast,2026-01-24,1,4,TNA,13,933,17,clear,False,0.6,2,1,0,518.7,51.7,2,2,57.5
21427,Superfast,2026-01-24,1,4,DR,14,958,17,clear,False,0.51,0,1,0,576.2,57.5,2,1,64.6
21427,Superfast,2026-01-24,1,4,CSMT,15,967,17,clear,False,0.48,1,1,0,640.8,64.6,0,0,68.9
13609,Express,2026-01-24,1,4,CSMT,0,0,9,clear,False,0.0,0,0,0,0.0,0.0,0,9,0.0
13609,Express,2026-01-24,1,4,DR,1,9,9,clear,False,0.38,1,0,0,0.0,0.0,4,8,6.6
13609,Express,2026-01-24,1,4,TNA,2,34,9,clear,False,0.92,1,0,0,6.6,6.6,4,7,15.3
13609,Express,2026-01-24,1,4,KYN,3,54,10,clear,False,0.34,2,1,2,21.9,15.3,4,6,22.1
13609,Express,2026-01-24,1,4,IGP,4,137,11,clear,False,0.23,1,1,0,44.0,22.1,4,5,30.1
13609,Express,2026-01-24,1,4,NK,5,188,11,clear,False,0.56,1,1,0,74.1,30.1,4,4,38.6
13609,Express,2026-01-24,1,4,MMR,6,261,12,clear,False,0.47,2,1,1,112.7,38.6,4,3,40.9
13609,Express,2026-01-24,1,4,AWB,7,375,14,clear,False,0.6,0,1,0,153.6,40.9,4,2,43.9
13609,Express,2026-01-24,1,4,J,8,438,14,clear,False,0.36,2,1,0,197.5,43.9,4,1,44.1
13609,Express,2026-01-24,1,4,NED,9,609,17,clear,False,0.38,1,1,0,241.6,44.1,0,0,49.4
18021,Intercity,2026-01-24,1,4,NED,0,0,19,clear,False,0.0,2,0,0,0.0,0.0,0,9,0.0
18021,Intercity,2026-01-24,1,4,J,1,171,21,clear,False,0.71,2,0,1,0.0,0.0,4,8,9.1
18021,Intercity,2026-01-24,1,4,AWB,2,234,22,clear,False,0.23,0,0,0,9.1,9.1,4,7,10.9
18021,Intercity,2026-01-24,1,4,MMR,3,348,23,clear,False,0.34,1,0,0,20.0,10.9,4,6,11.9
18021,Intercity,2026-01-24,1,4,NK,4,421,0,clear,False,0.23,1,0,0,31.9,11.9,4,5,11.1
18021,Intercity,2026-01-24,1,4,IGP,5,472,1,clear,False,0.3,1,0,0,43.0,11.1,4,4,12.6
18021,Intercity,2026-01-24,1,4,KYN,6,555,2,clear,False,0.58,2,0,0,55.6,12.6,4,3,13.1
18021,Intercity,2026-01-24,1,4,TNA,7,575,2,clear,False,0.25,2,0,0,68.7,13.1,4,2,14.3
18021,Intercity,2026-01-24,1,4,DR,8,600,2,clear,False,0.43,1,0,0,83.0,14.3,4,1,16.4
18021,Intercity,2026-01-24,1,4,CSMT,9,609,2,clear,False,0.51,0,1,0,99.4,16.4,0,0,23.9
15725,Mail,2026-01-24,1,4,CSMT,0,0,5,clear,False,0.0,1,0,0,0.0,0.0,0,5,0.0
15725,Mail,2026-01-24,1,4,DR,1,9,5,clear,False,0.05,2,0,0,0.0,0.0,6,4,1.5
15725,Mail,2026-01-24,1,4,TNA,2,34,5,clear,False,0.49,2,0,0,1.5,1.5,6,3,4.2
15725,Mail,2026-01-24,1,4,PNVL,3,69,6,clear,False,0.1,2,1,1,5.7,4.2,6,2,9.5
15725,Mail,2026-01-24,1,4,RN,4,307,9,clear,False,0.9,3,0,0,15.2,9.5,6,1,24.4
15725,Mail,2026-01-24,1,4,SWV,5,495,11,clear,False,0.31,3,1,0,39.6,24.4,0,0,38.8
15250,Vande Bharat,2026-01-24,1,4,SWV,0,0,11,clear,False,0.0,3,0,0,0.0,0.0,0,5,0.0
15250,Vande Bharat,2026-01-24,1,4,RN,1,188,13,clear,False,0.28,4,0,0,0.0,0.0,2,4,3.6
15250,Vande Bharat,2026-01-24,1,4,PNVL,2,426,16,clear,False,0.14,1,0,0,3.6,3.6,2,3,6.0
15250,Vande Bharat,2026-01-24,1,4,TNA,3,461,17,clear,False,0.45,1,0,0,9.6,6.0,2,2,7.7
15250,Vande Bharat,2026-01-24,1,4,DR,4,486,17,clear,False,0.71,1,0,0,17.3,7.7,2,1,15.5
15250,Vande Bharat,2026-01-24,1,4,CSMT,5,495,17,clear,False,0.9,1,1,0,32.8,15.5,0,0,31.2
11233,Intercity,2026-01-24,1,4,PUNE,0,0,17,clear,False,0.0,1,0,0,0.0,0.0,0,7,0.0
11233,Intercity,2026-01-24,1,4,DD,1,76,17,clear,False,0.91,2,0,1,0.0,0.0,4,6,10.1
11233,Intercity,2026-01-24,1,4,MMR,2,69,17,clear,False,0.89,1,0,0,10.1,10.1,4,5,50.3
11233,Intercity,2026-01-24,1,4,BSL,3,252,20,clear,False,0.18,3,1,1,60.4,50.3,4,4,62.3
11233,Intercity,2026-01-24,1,4,AK,4,391,21,clear,False,0.16,2,1,0,122.7,62.3,4,3,72.7
11233,Intercity,2026-01-24,1,4,BD,5,470,22,clear,False,0.29,0,1,0,195.4,72.7,4,2,71.3
11233,Intercity,2026-01-24,1,4,WR,6,565,0,clear,False,0.47,2,1,0,266.7,71.3,4,1,72.5
11233,Intercity,2026-01-24,1,4,NGP,7,645,1,clear,False,0.34,1,1,0,339.2,72.5,0,0,73.6
19761,Mail,2026-01-24,1,4,NGP,0,0,20,clear,False,0.0,0,0,0,0.0,0.0,0,7,0.0
19761,Mail,2026-01-24,1,4,WR,1,80,21,clear,False,0.4,1,0,0,0.0,0.0,6,6,3.4
19761,Mail,2026-01-24,1,4,BD,2,175,22,clear,False,0.24,2,1,2,3.4,3.4,6,5,12.9
19761,Mail,2026-01-24,1,4,AK,3,254,23,clear,False,0.15,3,0,1,16.3,12.9,6,4,24.5
19761,Mail,2026-01-24,1,4,BSL,4,393,1,clear,False,0.51,0,1,0,40.8,24.5,6,3,35.2
19761,Mail,2026-01-24,1,4,MMR,5,576,3,clear,False,0.51,1,1,0,76.0,35.2,6,2,36.7
19761,Mail,2026-01-24,1,4,DD,6,569,3,clear,False,0.17,2,1,2,112.7,36.7,6,1,48.6
19761,Mail,2026-01-24,1,4,PUNE,7,645,4,clear,False,0.57,3,1,0,161.3,48.6,0,0,49.1
14728,Superfast,2026-01-24,1,4,NGP,0,0,9,clear,False,0.0,1,1,0,0.0,0.0,0,9,0.0
14728,Superfast,2026-01-24,1,4,WR,1,80,10,clear,False,0.25,0,0,0,0.0,0.0,2,8,3.3
14728,Superfast,2026-01-24,1,4,BD,2,175,11,clear,False,0.51,0,0,0,3.3,3.3,2,7,5.1
14728,Superfast,2026-01-24,1,4,AK,3,254,12,clear,False,0.29,1,0,0,8.4,5.1,2,6,5.7
14728,Superfast,2026-01-24,1,4,BSL,4,393,14,clear,False,0.33,0,0,0,14.1,5.7,2,5,6.6
